SUMLEV,STATE,COUNTY,STNAME,CTYNAME,YEAR,AGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
050,15,003,Hawaii,Honolulu County,10,14,51047,24269,26778,5784,5111,339,201,48,58,13355,16244,1745,1958,2998,3206,7769,7305,448,275,235,312,15714,18758,3907,4307,23482,25848,5443,4751,324,189,28,36,13178,16030,1709,1924,2800,2918,7282,6739,423,252,188,258,15377,18313,3734,4073,787,930,341,360,15,12,20,22,177,214,36,34,198,288,487,566,25,23,47,54,337,445,173,234
050,15,003,Hawaii,Honolulu County,10,15,41349,19432,21917,4904,4252,174,132,29,25,10748,13380,1339,1557,2238,2571,6377,6004,249,184,194,207,12418,15376,3025,3481,18964,21278,4681,3996,166,114,18,11,10660,13232,1321,1528,2118,2397,6071,5623,240,162,176,178,12229,15084,2920,3335,468,639,223,256,8,18,11,14,88,148,18,29,120,174,306,381,9,22,18,29,189,292,105,146
050,15,003,Hawaii,Honolulu County,10,16,27583,12371,15212,2805,2750,92,84,23,22,7270,9779,849,964,1332,1613,3650,3819,123,126,102,109,8295,11015,1826,2150,12039,14785,2654,2545,88,80,14,12,7184,9694,840,944,1259,1510,3447,3535,116,117,82,78,8149,10859,1778,2083,332,427,151,205,4,4,9,10,86,85,9,20,73,103,203,284,7,9,20,31,146,156,48,67
050,15,003,Hawaii,Honolulu County,10,17,20243,8351,11892,1786,1770,62,44,9,12,5163,8383,564,666,767,1017,2288,2435,83,56,53,67,5746,9150,1102,1424,8196,11711,1682,1650,57,37,4,11,5139,8351,557,663,757,999,2180,2305,78,48,47,64,5712,9103,1089,1411,155,181,104,120,5,7,5,1,24,32,7,3,10,18,108,130,5,8,6,3,34,47,13,13
050,15,003,Hawaii,Honolulu County,10,18,30035,10746,19289,1771,2433,69,50,11,9,7637,14850,528,773,730,1174,2262,3253,89,76,68,81,8168,15705,1028,1581,10646,19113,1679,2275,65,47,10,7,7637,14839,526,771,729,1174,2169,3095,85,73,66,79,8168,15694,1026,1579,100,176,92,158,4,3,1,2,0,11,2,2,1,0,93,158,4,3,2,2,0,11,2,2
050,15,003,Hawaii,Honolulu County,11,0,980080,492574,487506,118820,93874,16800,10958,1764,1446,194632,226335,47754,46325,112804,108568,202594,174883,24323,17472,11117,10507,287721,316404,124277,120766,441774,440294,99008,77446,15333,9695,967,808,189016,220225,44387,43140,93063,88980,167735,143582,21314,14752,7506,7100,265704,293957,106827,103650,50800,47212,19812,16428,1467,1263,797,638,5616,6110,3367,3185,19741,19588,34859,31301,3009,2720,3611,3407,22017,22447,17450,17116
050,15,003,Hawaii,Honolulu County,11,1,61601,31629,29972,6697,6509,1085,1044,113,100,7997,7394,3146,2999,12591,11926,16403,15774,2222,2147,1253,1216,18778,17586,11884,11182,25364,24039,5035,4876,935,904,51,54,7223,6658,2650,2525,9470,9022,12353,11894,1764,1695,731,740,15337,14397,9045,8598,6265,5933,1662,1633,150,140,62,46,774,736,496,474,3121,2904,4050,3880,458,452,522,476,3441,3189,2839,2584
050,15,003,Hawaii,Honolulu County,11,2,59369,30388,28981,5660,5474,866,882,79,83,8529,8064,3363,3369,11891,11109,14755,13975,1959,1885,1161,1099,18693,17604,11619,11093,24411,23280,4346,4187,748,752,36,35,7803,7342,2821,2864,8657,8100,10955,10402,1521,1451,653,612,15244,14323,8680,8378,5977,5701,1314,1287,118,130,43,48,726,722,542,505,3234,3009,3800,3573,438,434,508,487,3449,3281,2939,2715
050,15,003,Hawaii,Honolulu County,11,3,55318,28437,26881,4187,4002,705,721,52,64,8879,8598,3795,3553,10819,9943,12461,11485,1607,1555,900,858,18210,17124,11098,10294,24373,23017,3255,3096,620,590,29,30,8509,8247,3459,3235,8501,7819,9746,8961,1321,1243,566,545,15858,14972,9022,8424,4064,3864,932,906,85,131,23,34,370,351,336,318,2318,2124,2715,2524,286,312,334,313,2352,2152,2076,1870
050,15,003,Hawaii,Honolulu County,11,4,53103,27568,25535,4647,3860,707,607,68,73,8960,8695,3423,3195,9763,9105,12248,10972,1449,1283,852,846,17272,16369,9906,9187,23998,22085,3690,2955,635,523,43,44,8579,8373,3171,2927,7880,7263,9825,8648,1230,1050,565,573,15291,14497,8283,7599,3570,3450,957,905,72,84,25,29,381,322,252,268,1883,1842,2423,2324,219,233,287,273,1981,1872,1623,1588
050,15,003,Hawaii,Honolulu County,11,5,69305,39387,29918,14415,7485,2445,1236,302,171,9635,9364,3308,3293,9282,8369,21805,14073,3245,1850,1208,952,17133,16224,9226,8845,33585,25712,11446,5681,2180,1107,185,100,9241,9015,3066,3042,7467,6767,17406,11021,2827,1605,815,646,15267,14537,7723,7446,5802,4206,2969,1804,265,129,117,71,394,349,242,251,1815,1602,4399,3052,418,245,393,306,1866,1687,1503,1399
050,15,003,Hawaii,Honolulu County,11,6,77917,41886,36031,12931,9582,2565,1491,267,215,12454,12377,4247,3851,9422,8515,19972,15921,3274,2052,1094,928,20165,19524,10447,9607,36573,31477,10262,7477,2355,1343,145,113,12073,11990,3946,3615,7792,6939,16077,12628,2953,1800,726,602,18446,17820,9028,8254,5313,4554,2669,2105,210,148,122,102,381,387,301,236,1630,1576,3895,3293,321,252,368,326,1719,1704,1419,1353
050,15,003,Hawaii,Honolulu County,11,7,71217,37063,34154,11184,8745,1981,1220,183,133,12042,13516,3957,3419,7716,7121,16878,14036,2489,1602,820,733,18323,19390,9064,8324,32569,30243,8810,6886,1825,1093,105,80,11702,13096,3683,3210,6444,5878,13550,11244,2238,1389,561,498,16962,17947,7921,7241,4494,3911,2374,1859,156,127,78,53,340,420,274,209,1272,1243,3328,2792,251,213,259,235,1361,1443,1143,1083
050,15,003,Hawaii,Honolulu County,11,8,67535,34442,33093,9857,7605,1636,1040,154,110,12111,14200,3573,3314,7111,6824,15086,12663,2011,1340,742,676,17912,19874,8362,8022,30451,29536,7836,6139,1484,921,71,53,11767,13709,3337,3095,5956,5619,12192,10294,1785,1166,485,449,16619,18376,7328,6962,3991,3557,2021,1466,152,119,83,57,344,491,236,219,1155,1205,2894,2369,226,174,257,227,1293,1498,1034,1060
050,15,003,Hawaii,Honolulu County,11,9,57545,29160,28385,7077,5207,1132,641,109,102,11875,14015,3085,2717,5882,5703,11357,9420,1421,870,560,547,16715,18745,7004,6572,26354,25762,5747,4188,1045,558,54,56,11561,13625,2902,2548,5045,4787,9391,7704,1294,737,385,377,15711,17600,6273,5776,2806,2623,1330,1019,87,83,55,46,314,390,183,169,837,916,1966,1716,127,133,175,170,1004,1145,731,796
050,15,003,Hawaii,Honolulu County,11,10,58804,29705,29099,6534,4571,972,482,91,55,13344,15535,2968,2765,5796,5691,10679,8719,1190,672,529,504,18051,20205,6960,6679,27517,26876,5620,3831,918,434,50,33,13006,15139,2827,2605,5096,4834,9245,7345,1113,595,382,345,17146,19117,6342,5915,2188,2223,914,740,54,48,41,22,338,396,141,160,700,857,1434,1374,77,77,147,159,905,1088,618,764
050,15,003,Hawaii,Honolulu County,11,11,57891,28861,29030,6126,4363,746,397,62,61,13912,16408,2759,2653,5256,5148,9792,8057,965,543,460,470,18124,20607,6380,6238,27169,27308,5479,3814,728,375,31,28,13570,16033,2625,2537,4736,4521,8770,7045,918,508,363,347,17373,19719,5909,5704,1692,1722,647,549,18,22,31,33,342,375,134,116,520,627,1022,1012,47,35,97,123,751,888,471,534
050,15,003,Hawaii,Honolulu County,11,12,59813,29820,29993,6489,4840,700,382,70,76,15007,17086,2683,2669,4871,4940,9848,8346,869,525,465,484,18856,21034,6088,6101,28233,28269,5863,4295,671,349,34,53,14701,16681,2578,2558,4386,4333,8875,7362,823,471,368,382,18164,20142,5673,5575,1587,1724,626,545,29,33,36,23,306,405,105,111,485,607,973,984,46,54,97,102,692,892,415,526
050,15,003,Hawaii,Honolulu County,11,13,56869,27530,29339,5994,5205,493,282,87,62,14751,17274,2200,2331,4005,4185,8779,8229,600,403,396,392,17917,20601,4876,5118,26365,28022,5509,4714,463,263,53,37,14527,17004,2151,2267,3662,3737,8037,7399,558,365,324,307,17434,19988,4599,4760,1165,1317,485,491,30,19,34,25,224,270,49,64,343,448,742,830,42,38,72,85,483,613,277,358
050,15,003,Hawaii,Honolulu County,11,14,51002,24201,26801,5560,4917,332,212,50,67,13348,16251,1822,2010,3089,3344,7611,7213,434,287,241,327,15789,18895,4026,4438,23391,25865,5213,4560,316,195,28,45,13170,16047,1785,1980,2879,3038,7104,6631,411,257,188,266,15450,18442,3849,4204,810,936,347,357,16,17,22,22,178,204,37,30,210,306,507,582,23,30,53,61,339,453,177,234
050,15,003,Hawaii,Honolulu County,11,15,43423,20296,23127,4948,4452,221,134,29,30,11360,14183,1371,1662,2367,2666,6504,6268,302,188,204,208,13129,16259,3154,3652,19803,22445,4720,4175,210,116,21,16,11269,14030,1348,1631,2235,2477,6186,5856,289,167,189,178,12932,15954,3035,3492,493,682,228,277,11,18,8,14,91,153,23,31,132,189,318,412,13,21,15,30,197,305,119,160
050,15,003,Hawaii,Honolulu County,11,16,28897,13062,15835,3043,2911,89,89,28,17,7580,10106,917,993,1405,1719,3932,4056,118,134,108,103,8645,11420,1966,2268,12754,15407,2909,2705,85,84,15,10,7496,10012,910,978,1339,1618,3753,3771,112,127,87,80,8506,11252,1921,2206,308,428,134,206,4,5,13,7,84,94,7,15,66,101,179,285,6,7,21,23,139,168,45,62
050,15,003,Hawaii,Honolulu County,11,17,20319,8458,11861,1788,1809,58,49,8,14,5212,8226,582,715,810,1048,2316,2495,83,62,54,73,5832,9010,1159,1491,8273,11653,1664,1684,54,42,4,10,5184,8192,576,707,791,1018,2181,2351,78,55,48,65,5789,8954,1142,1463,185,208,124,125,4,7,4,4,28,34,6,8,19,30,135,144,5,7,6,8,43,56,17,28
050,15,003,Hawaii,Honolulu County,11,18,30152,10681,19471,1683,2337,67,49,12,13,7636,15043,555,817,728,1212,2168,3181,85,74,70,91,8177,15933,1058,1655,10591,19298,1604,2183,61,46,12,11,7635,15032,552,816,727,1210,2089,3026,79,71,70,88,8175,15920,1054,1653,90,173,79,154,6,3,0,2,1,11,3,1,1,2,79,155,6,3,0,3,2,13,4,2
050,15,005,Hawaii,Kalawao County,1,0,90,42,48,14,11,0,0,0,0,5,2,19,25,4,10,16,18,0,0,0,0,8,10,22,32,41,48,13,11,0,0,0,0,5,2,19,25,4,10,15,18,0,0,0,0,8,10,22,32,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
050,15,005,Hawaii,Kalawao County,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
050,15,005,Hawaii,Kalawao County,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
050,15,005,Hawaii,Kalawao County,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
050,15,005,Hawaii,Kalawao County,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
050,15,005,Hawaii,Kalawao County,1,5,3,1,2,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
050,15,005,Hawaii,Kalawao County,1,6,4,2,2,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
050,15,005,Hawaii,Kalawao County,1,7,6,3,3,1,0,0,0,0,0,0,0,2,2,0,1,1,0,0,0,0,0,0,1,2,3,3,3,1,0,0,0,0,0,0,0,2,2,0,1,1,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
050,15,005,Hawaii,Kalawao County,1,8,6,3,3,0,3,0,0,0,0,0,0,1,0,2,0,1,3,0,0,0,0,1,0,3,0,3,3,0,3,0,0,0,0,0,0,1,0,2,0,1,3,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
050,15,005,Hawaii,Kalawao County,1,9,8,6,2,0,0,0,0,0,0,1,0,4,1,1,1,1,1,0,0,0,0,2,1,4,1,6,2,0,0,0,0,0,0,1,0,4,1,1,1,1,1,0,0,0,0,2,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
050,15,005,Hawaii,Kalawao County,1,10,8,6,2,0,0,0,0,0,0,2,0,4,1,0,1,0,0,0,0,0,0,2,1,4,2,6,2,0,0,0,0,0,0,2,0,4,1,0,1,0,0,0,0,0,0,2,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
050,15,005,Hawaii,Kalawao County,1,11,9,6,3,5,2,0,0,0,0,0,1,1,0,0,0,5,2,0,0,0,0,0,1,1,0,6,3,5,2,0,0,0,0,0,1,1,0,0,0,5,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
050,15,005,Hawaii,Kalawao County,1,12,17,11,6,5,2,0,0,0,0,2,0,3,3,1,1,5,3,0,0,0,0,3,1,4,4,11,6,5,2,0,0,0,0,2,0,3,3,1,1,5,3,0,0,0,0,3,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
050,15,005,Hawaii,Kalawao County,1,13,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
050,15,005,Hawaii,Kalawao County,1,14,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
050,15,005,Hawaii,Kalawao County,1,15,5,0,5,0,1,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,4,0,5,0,1,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
050,15,005,Hawaii,Kalawao County,1,16,9,0,9,0,2,0,0,0,0,0,0,0,5,0,2,0,3,0,0,0,0,0,1,0,7,0,9,0,2,0,0,0,0,0,0,0,5,0,2,0,3,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
050,15,005,Hawaii,Kalawao County,1,17,9,2,7,1,0,0,0,0,0,0,1,1,4,0,2,1,2,0,0,0,0,0,2,1,6,2,7,1,0,0,0,0,0,0,1,1,4,0,2,1,2,0,0,0,0,0,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
050,15,005,Hawaii,Kalawao County,1,18,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
050,15,005,Hawaii,Kalawao County,2,0,90,42,48,14,11,0,0,0,0,5,2,19,25,4,10,16,18,0,0,0,0,8,10,22,32,41,48,13,11,0,0,0,0,5,2,19,25,4,10,15,18,0,0,0,0,8,10,22,32,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
050,15,005,Hawaii,Kalawao County,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
050,15,005,Hawaii,Kalawao County,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
050,15,005,Hawaii,Kalawao County,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
050,15,005,Hawaii,Kalawao County,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
050,15,005,Hawaii,Kalawao County,2,5,3,1,2,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
050,15,005,Hawaii,Kalawao County,2,6,4,2,2,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
050,15,005,Hawaii,Kalawao County,2,7,6,3,3,1,0,0,0,0,0,0,0,2,2,0,1,1,0,0,0,0,0,0,1,2,3,3,3,1,0,0,0,0,0,0,0,2,2,0,1,1,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
050,15,005,Hawaii,Kalawao County,2,8,6,3,3,0,3,0,0,0,0,0,0,1,0,2,0,1,3,0,0,0,0,1,0,3,0,3,3,0,3,0,0,0,0,0,0,1,0,2,0,1,3,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
050,15,005,Hawaii,Kalawao County,2,9,8,6,2,0,0,0,0,0,0,1,0,4,1,1,1,1,1,0,0,0,0,2,1,4,1,6,2,0,0,0,0,0,0,1,0,4,1,1,1,1,1,0,0,0,0,2,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
050,15,005,Hawaii,Kalawao County,2,10,8,6,2,0,0,0,0,0,0,2,0,4,1,0,1,0,0,0,0,0,0,2,1,4,2,6,2,0,0,0,0,0,0,2,0,4,1,0,1,0,0,0,0,0,0,2,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
050,15,005,Hawaii,Kalawao County,2,11,9,6,3,5,2,0,0,0,0,0,1,1,0,0,0,5,2,0,0,0,0,0,1,1,0,6,3,5,2,0,0,0,0,0,1,1,0,0,0,5,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
050,15,005,Hawaii,Kalawao County,2,12,17,11,6,5,2,0,0,0,0,2,0,3,3,1,1,5,3,0,0,0,0,3,1,4,4,11,6,5,2,0,0,0,0,2,0,3,3,1,1,5,3,0,0,0,0,3,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
050,15,005,Hawaii,Kalawao County,2,13,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
050,15,005,Hawaii,Kalawao County,2,14,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
050,15,005,Hawaii,Kalawao County,2,15,5,0,5,0,1,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,4,0,5,0,1,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
050,15,005,Hawaii,Kalawao County,2,16,9,0,9,0,2,0,0,0,0,0,0,0,5,0,2,0,3,0,0,0,0,0,1,0,7,0,9,0,2,0,0,0,0,0,0,0,5,0,2,0,3,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
050,15,005,Hawaii,Kalawao County,2,17,9,2,7,1,0,0,0,0,0,0,1,1,4,0,2,1,2,0,0,0,0,0,2,1,6,2,7,1,0,0,0,0,0,0,1,1,4,0,2,1,2,0,0,0,0,0,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
050,15,005,Hawaii,Kalawao County,2,18,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
050,15,005,Hawaii,Kalawao County,3,0,90,42,48,14,11,0,0,0,0,6,2,18,25,4,10,18,19,0,3,2,1,7,6,19,29,41,48,13,11,0,0,0,0,6,2,18,25,4,10,17,19,0,3,2,1,7,6,19,29,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
050,15,005,Hawaii,Kalawao County,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
050,15,005,Hawaii,Kalawao County,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
050,15,005,Hawaii,Kalawao County,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
050,15,005,Hawaii,Kalawao County,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
050,15,005,Hawaii,Kalawao County,3,5,3,1,2,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
050,15,005,Hawaii,Kalawao County,3,6,3,2,1,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
050,15,005,Hawaii,Kalawao County,3,7,7,3,4,1,0,0,0,0,0,0,0,2,2,0,2,1,2,0,2,0,0,0,0,2,2,3,4,1,0,0,0,0,0,0,0,2,2,0,2,1,2,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
050,15,005,Hawaii,Kalawao County,3,8,5,3,2,0,2,0,0,0,0,0,0,1,0,2,0,2,2,0,0,1,0,1,0,1,0,3,2,0,2,0,0,0,0,0,0,1,0,2,0,2,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
050,15,005,Hawaii,Kalawao County,3,9,8,5,3,0,1,0,0,0,0,1,0,3,1,1,1,1,2,0,0,0,0,1,0,4,2,5,3,0,1,0,0,0,0,1,0,3,1,1,1,1,2,0,0,0,0,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
